critere_1,critere_2,critere_3,critere_4,critere_5,critere_6,critere_7,critere_8,critere_9,critere_10,critere_11,critere_12,critere_13,critere_14,critere_15,critere_16,critere_17,critere_18,critere_19,critere_20,classe
categorie_4,categorie_4,categorie_5,categorie_2,categorie_5,categorie_2,categorie_2,categorie_4,categorie_3,categorie_2,categorie_4,categorie_1,categorie_1,categorie_3,categorie_1,categorie_3,categorie_5,categorie_2,categorie_3,categorie_3,classe_9
categorie_1,categorie_5,categorie_3,categorie_5,categorie_3,categorie_2,categorie_2,categorie_4,categorie_2,categorie_5,categorie_5,categorie_3,categorie_2,categorie_3,categorie_5,categorie_4,categorie_1,categorie_2,categorie_5,categorie_5,classe_10
categorie_3,categorie_4,categorie_1,categorie_3,categorie_2,categorie_5,categorie_5,categorie_5,categorie_1,categorie_4,categorie_5,categorie_4,categorie_4,categorie_4,categorie_4,categorie_3,categorie_1,categorie_2,categorie_2,categorie_2,classe_8
categorie_1,categorie_4,categorie_4,categorie_2,categorie_4,categorie_3,categorie_3,categorie_1,categorie_2,categorie_4,categorie_2,categorie_3,categorie_4,categorie_3,categorie_4,categorie_2,categorie_3,categorie_2,categorie_5,categorie_5,classe_4
categorie_2,categorie_4,categorie_5,categorie_5,categorie_2,categorie_3,categorie_3,categorie_5,categorie_2,categorie_1,categorie_3,categorie_3,categorie_5,categorie_5,categorie_5,categorie_2,categorie_5,categorie_5,categorie_4,categorie_1,classe_5
categorie_3,categorie_5,categorie_2,categorie_4,categorie_5,categorie_5,categorie_4,categorie_1,categorie_5,categorie_4,categorie_2,categorie_4,categorie_4,categorie_2,categorie_2,categorie_3,categorie_2,categorie_2,categorie_2,categorie_1,classe_4
categorie_4,categorie_4,categorie_2,categorie_4,categorie_2,categorie_3,categorie_2,categorie_5,categorie_1,categorie_1,categorie_3,categorie_1,categorie_2,categorie_5,categorie_5,categorie_3,categorie_3,categorie_2,categorie_1,categorie_3,classe_1
categorie_4,categorie_5,categorie_5,categorie_1,categorie_4,categorie_1,categorie_2,categorie_5,categorie_5,categorie_4,categorie_3,categorie_1,categorie_4,categorie_5,categorie_5,categorie_1,categorie_4,categorie_2,categorie_1,categorie_3,classe_4
categorie_5,categorie_2,categorie_5,categorie_1,categorie_5,categorie_2,categorie_3,categorie_4,categorie_1,categorie_2,categorie_2,categorie_3,categorie_5,categorie_4,categorie_3,categorie_2,categorie_2,categorie_1,categorie_3,categorie_2,classe_6
categorie_4,categorie_5,categorie_3,categorie_2,categorie_4,categorie_1,categorie_1,categorie_5,categorie_4,categorie_2,categorie_4,categorie_1,categorie_4,categorie_1,categorie_2,categorie_3,categorie_2,categorie_2,categorie_2,categorie_3,classe_6
categorie_2,categorie_3,categorie_3,categorie_2,categorie_4,categorie_2,categorie_2,categorie_1,categorie_5,categorie_5,categorie_2,categorie_4,categorie_2,categorie_1,categorie_5,categorie_3,categorie_1,categorie_2,categorie_2,categorie_3,classe_9
categorie_5,categorie_1,categorie_5,categorie_1,categorie_5,categorie_4,categorie_1,categorie_2,categorie_1,categorie_1,categorie_4,categorie_4,categorie_3,categorie_2,categorie_3,categorie_3,categorie_1,categorie_3,categorie_3,categorie_4,classe_8
categorie_2,categorie_3,categorie_1,categorie_4,categorie_1,categorie_2,categorie_4,categorie_4,categorie_1,categorie_2,categorie_4,categorie_5,categorie_3,categorie_4,categorie_4,categorie_5,categorie_4,categorie_4,categorie_4,categorie_5,classe_3
categorie_5,categorie_5,categorie_4,categorie_4,categorie_5,categorie_3,categorie_1,categorie_2,categorie_3,categorie_5,categorie_4,categorie_2,categorie_2,categorie_5,categorie_2,categorie_5,categorie_5,categorie_1,categorie_2,categorie_5,classe_2
categorie_5,categorie_5,categorie_1,categorie_3,categorie_1,categorie_2,categorie_5,categorie_2,categorie_2,categorie_3,categorie_2,categorie_3,categorie_5,categorie_1,categorie_3,categorie_1,categorie_2,categorie_1,categorie_1,categorie_3,classe_8
categorie_1,categorie_5,categorie_4,categorie_2,categorie_4,categorie_4,categorie_5,categorie_5,categorie_3,categorie_2,categorie_3,categorie_3,categorie_4,categorie_5,categorie_4,categorie_2,categorie_2,categorie_4,categorie_1,categorie_5,classe_4
categorie_3,categorie_4,categorie_5,categorie_5,categorie_1,categorie_2,categorie_4,categorie_1,categorie_3,categorie_1,categorie_2,categorie_4,categorie_1,categorie_3,categorie_5,categorie_3,categorie_2,categorie_4,categorie_4,categorie_3,classe_2
categorie_5,categorie_5,categorie_2,categorie_5,categorie_2,categorie_4,categorie_3,categorie_5,categorie_5,categorie_5,categorie_3,categorie_1,categorie_2,categorie_1,categorie_4,categorie_4,categorie_4,categorie_5,categorie_4,categorie_3,classe_9
categorie_4,categorie_3,categorie_3,categorie_4,categorie_4,categorie_2,categorie_1,categorie_3,categorie_3,categorie_3,categorie_5,categorie_2,categorie_4,categorie_4,categorie_2,categorie_4,categorie_1,categorie_4,categorie_4,categorie_4,classe_9
categorie_1,categorie_4,categorie_4,categorie_4,categorie_3,categorie_5,categorie_4,categorie_1,categorie_4,categorie_5,categorie_3,categorie_4,categorie_2,categorie_1,categorie_1,categorie_3,categorie_3,categorie_4,categorie_3,categorie_3,classe_1
categorie_4,categorie_4,categorie_1,categorie_5,categorie_5,categorie_4,categorie_2,categorie_4,categorie_1,categorie_4,categorie_5,categorie_1,categorie_1,categorie_4,categorie_5,categorie_1,categorie_2,categorie_3,categorie_1,categorie_3,classe_2
categorie_5,categorie_3,categorie_2,categorie_5,categorie_1,categorie_5,categorie_3,categorie_4,categorie_4,categorie_5,categorie_4,categorie_1,categorie_5,categorie_1,categorie_5,categorie_4,categorie_3,categorie_4,categorie_2,categorie_1,classe_2
categorie_2,categorie_2,categorie_2,categorie_3,categorie_2,categorie_5,categorie_3,categorie_5,categorie_1,categorie_2,categorie_1,categorie_4,categorie_3,categorie_2,categorie_3,categorie_5,categorie_4,categorie_4,categorie_3,categorie_4,classe_10
categorie_2,categorie_5,categorie_1,categorie_3,categorie_5,categorie_1,categorie_2,categorie_5,categorie_2,categorie_3,categorie_2,categorie_3,categorie_3,categorie_4,categorie_4,categorie_3,categorie_4,categorie_2,categorie_3,categorie_3,classe_10
categorie_3,categorie_1,categorie_1,categorie_1,categorie_1,categorie_5,categorie_2,categorie_2,categorie_3,categorie_2,categorie_2,categorie_1,categorie_1,categorie_4,categorie_5,categorie_4,categorie_1,categorie_4,categorie_2,categorie_1,classe_10
categorie_5,categorie_2,categorie_4,categorie_5,categorie_3,categorie_2,categorie_2,categorie_3,categorie_5,categorie_2,categorie_4,categorie_4,categorie_1,categorie_1,categorie_4,categorie_2,categorie_2,categorie_3,categorie_4,categorie_4,classe_5
categorie_3,categorie_4,categorie_5,categorie_2,categorie_4,categorie_5,categorie_3,categorie_1,categorie_2,categorie_3,categorie_1,categorie_1,categorie_1,categorie_3,categorie_3,categorie_4,categorie_2,categorie_3,categorie_2,categorie_1,classe_9
categorie_2,categorie_1,categorie_1,categorie_5,categorie_3,categorie_4,categorie_2,categorie_3,categorie_4,categorie_4,categorie_1,categorie_2,categorie_3,categorie_4,categorie_1,categorie_4,categorie_5,categorie_5,categorie_5,categorie_1,classe_2
categorie_3,categorie_2,categorie_5,categorie_4,categorie_4,categorie_2,categorie_2,categorie_2,categorie_1,categorie_5,categorie_1,categorie_3,categorie_5,categorie_5,categorie_5,categorie_1,categorie_3,categorie_3,categorie_5,categorie_3,classe_9
categorie_2,categorie_3,categorie_4,categorie_1,categorie_5,categorie_5,categorie_5,categorie_3,categorie_5,categorie_4,categorie_3,categorie_3,categorie_1,categorie_5,categorie_5,categorie_2,categorie_2,categorie_4,categorie_3,categorie_4,classe_1
categorie_4,categorie_4,categorie_2,categorie_4,categorie_5,categorie_2,categorie_3,categorie_4,categorie_5,categorie_2,categorie_3,categorie_5,categorie_4,categorie_2,categorie_5,categorie_5,categorie_2,categorie_5,categorie_1,categorie_3,classe_3
categorie_3,categorie_4,categorie_3,categorie_2,categorie_1,categorie_4,categorie_4,categorie_2,categorie_1,categorie_4,categorie_3,categorie_5,categorie_2,categorie_4,categorie_1,categorie_5,categorie_4,categorie_2,categorie_3,categorie_5,classe_6
categorie_4,categorie_2,categorie_5,categorie_5,categorie_5,categorie_1,categorie_5,categorie_5,categorie_3,categorie_5,categorie_2,categorie_5,categorie_1,categorie_5,categorie_5,categorie_3,categorie_1,categorie_3,categorie_4,categorie_3,classe_5
categorie_5,categorie_2,categorie_4,categorie_5,categorie_1,categorie_2,categorie_2,categorie_2,categorie_5,categorie_1,categorie_4,categorie_1,categorie_1,categorie_5,categorie_1,categorie_3,categorie_1,categorie_2,categorie_4,categorie_1,classe_10
categorie_1,categorie_5,categorie_5,categorie_5,categorie_3,categorie_5,categorie_4,categorie_3,categorie_1,categorie_2,categorie_1,categorie_3,categorie_1,categorie_1,categorie_1,categorie_1,categorie_2,categorie_4,categorie_1,categorie_3,classe_6
categorie_5,categorie_2,categorie_5,categorie_1,categorie_5,categorie_2,categorie_4,categorie_2,categorie_1,categorie_1,categorie_3,categorie_1,categorie_4,categorie_1,categorie_2,categorie_3,categorie_3,categorie_3,categorie_5,categorie_4,classe_6
categorie_5,categorie_2,categorie_5,categorie_4,categorie_3,categorie_1,categorie_2,categorie_1,categorie_5,categorie_4,categorie_1,categorie_2,categorie_5,categorie_3,categorie_3,categorie_1,categorie_3,categorie_5,categorie_3,categorie_4,classe_6
categorie_2,categorie_2,categorie_1,categorie_3,categorie_2,categorie_1,categorie_3,categorie_5,categorie_4,categorie_2,categorie_1,categorie_5,categorie_2,categorie_1,categorie_2,categorie_1,categorie_1,categorie_1,categorie_4,categorie_5,classe_8
categorie_5,categorie_5,categorie_1,categorie_3,categorie_1,categorie_5,categorie_3,categorie_3,categorie_4,categorie_3,categorie_4,categorie_3,categorie_5,categorie_4,categorie_2,categorie_1,categorie_5,categorie_1,categorie_3,categorie_2,classe_6
categorie_2,categorie_4,categorie_4,categorie_3,categorie_3,categorie_2,categorie_3,categorie_5,categorie_4,categorie_2,categorie_5,categorie_2,categorie_1,categorie_4,categorie_4,categorie_1,categorie_5,categorie_3,categorie_4,categorie_4,classe_4
categorie_2,categorie_2,categorie_1,categorie_4,categorie_3,categorie_3,categorie_1,categorie_1,categorie_4,categorie_3,categorie_3,categorie_4,categorie_1,categorie_1,categorie_1,categorie_2,categorie_5,categorie_5,categorie_5,categorie_4,classe_5
categorie_1,categorie_5,categorie_4,categorie_2,categorie_5,categorie_4,categorie_4,categorie_3,categorie_2,categorie_3,categorie_2,categorie_3,categorie_1,categorie_2,categorie_4,categorie_4,categorie_4,categorie_2,categorie_1,categorie_5,classe_8
categorie_2,categorie_4,categorie_3,categorie_5,categorie_5,categorie_4,categorie_3,categorie_3,categorie_2,categorie_1,categorie_3,categorie_4,categorie_5,categorie_3,categorie_5,categorie_3,categorie_1,categorie_1,categorie_1,categorie_3,classe_7
categorie_2,categorie_5,categorie_4,categorie_1,categorie_2,categorie_3,categorie_4,categorie_1,categorie_2,categorie_3,categorie_3,categorie_2,categorie_1,categorie_2,categorie_3,categorie_3,categorie_2,categorie_4,categorie_2,categorie_1,classe_7
categorie_3,categorie_4,categorie_2,categorie_1,categorie_3,categorie_5,categorie_1,categorie_1,categorie_3,categorie_1,categorie_1,categorie_1,categorie_3,categorie_2,categorie_2,categorie_3,categorie_2,categorie_2,categorie_1,categorie_2,classe_10
categorie_4,categorie_4,categorie_1,categorie_1,categorie_5,categorie_2,categorie_2,categorie_5,categorie_2,categorie_5,categorie_4,categorie_5,categorie_4,categorie_4,categorie_2,categorie_2,categorie_2,categorie_2,categorie_2,categorie_1,classe_1
categorie_5,categorie_1,categorie_2,categorie_2,categorie_2,categorie_5,categorie_1,categorie_3,categorie_4,categorie_3,categorie_5,categorie_5,categorie_3,categorie_2,categorie_3,categorie_2,categorie_5,categorie_3,categorie_3,categorie_3,classe_3
categorie_5,categorie_4,categorie_2,categorie_3,categorie_3,categorie_4,categorie_1,categorie_5,categorie_4,categorie_4,categorie_4,categorie_5,categorie_1,categorie_4,categorie_1,categorie_3,categorie_2,categorie_4,categorie_3,categorie_1,classe_5
categorie_4,categorie_5,categorie_3,categorie_1,categorie_5,categorie_2,categorie_5,categorie_4,categorie_1,categorie_3,categorie_4,categorie_4,categorie_1,categorie_4,categorie_3,categorie_4,categorie_2,categorie_1,categorie_1,categorie_4,classe_1
categorie_1,categorie_5,categorie_3,categorie_5,categorie_3,categorie_1,categorie_3,categorie_4,categorie_4,categorie_5,categorie_4,categorie_4,categorie_5,categorie_2,categorie_1,categorie_2,categorie_3,categorie_4,categorie_1,categorie_3,classe_1
categorie_4,categorie_5,categorie_5,categorie_3,categorie_5,categorie_3,categorie_5,categorie_3,categorie_1,categorie_4,categorie_2,categorie_3,categorie_4,categorie_3,categorie_2,categorie_3,categorie_4,categorie_1,categorie_4,categorie_2,classe_8
categorie_2,categorie_3,categorie_1,categorie_5,categorie_2,categorie_5,categorie_4,categorie_4,categorie_5,categorie_1,categorie_4,categorie_4,categorie_3,categorie_1,categorie_5,categorie_4,categorie_1,categorie_3,categorie_4,categorie_1,classe_2
categorie_5,categorie_5,categorie_5,categorie_3,categorie_5,categorie_4,categorie_5,categorie_2,categorie_4,categorie_4,categorie_1,categorie_2,categorie_1,categorie_5,categorie_2,categorie_1,categorie_1,categorie_2,categorie_4,categorie_2,classe_10
categorie_5,categorie_3,categorie_4,categorie_2,categorie_2,categorie_3,categorie_5,categorie_2,categorie_1,categorie_3,categorie_5,categorie_3,categorie_3,categorie_5,categorie_4,categorie_5,categorie_4,categorie_1,categorie_5,categorie_3,classe_3
categorie_4,categorie_2,categorie_4,categorie_5,categorie_3,categorie_1,categorie_1,categorie_3,categorie_3,categorie_3,categorie_2,categorie_3,categorie_4,categorie_5,categorie_3,categorie_1,categorie_1,categorie_4,categorie_4,categorie_2,classe_10
categorie_5,categorie_5,categorie_5,categorie_1,categorie_4,categorie_5,categorie_5,categorie_5,categorie_5,categorie_2,categorie_4,categorie_1,categorie_1,categorie_5,categorie_3,categorie_3,categorie_2,categorie_1,categorie_5,categorie_5,classe_7
categorie_4,categorie_5,categorie_5,categorie_4,categorie_4,categorie_2,categorie_1,categorie_4,categorie_1,categorie_4,categorie_3,categorie_5,categorie_4,categorie_1,categorie_4,categorie_1,categorie_3,categorie_4,categorie_5,categorie_4,classe_8
categorie_4,categorie_3,categorie_3,categorie_5,categorie_1,categorie_1,categorie_2,categorie_2,categorie_4,categorie_2,categorie_3,categorie_1,categorie_5,categorie_1,categorie_3,categorie_4,categorie_1,categorie_2,categorie_3,categorie_5,classe_8
categorie_3,categorie_5,categorie_3,categorie_3,categorie_3,categorie_2,categorie_4,categorie_3,categorie_4,categorie_4,categorie_1,categorie_4,categorie_5,categorie_2,categorie_3,categorie_2,categorie_2,categorie_5,categorie_4,categorie_2,classe_7
categorie_1,categorie_4,categorie_4,categorie_3,categorie_2,categorie_4,categorie_2,categorie_1,categorie_2,categorie_5,categorie_2,categorie_5,categorie_5,categorie_5,categorie_3,categorie_2,categorie_4,categorie_2,categorie_1,categorie_1,classe_8
categorie_5,categorie_5,categorie_1,categorie_5,categorie_2,categorie_2,categorie_1,categorie_4,categorie_1,categorie_1,categorie_2,categorie_2,categorie_5,categorie_2,categorie_3,categorie_3,categorie_1,categorie_3,categorie_1,categorie_5,classe_6
categorie_1,categorie_2,categorie_4,categorie_1,categorie_4,categorie_5,categorie_1,categorie_2,categorie_2,categorie_3,categorie_3,categorie_5,categorie_1,categorie_5,categorie_2,categorie_5,categorie_1,categorie_4,categorie_4,categorie_1,classe_2
categorie_4,categorie_1,categorie_2,categorie_5,categorie_1,categorie_1,categorie_2,categorie_2,categorie_1,categorie_1,categorie_5,categorie_2,categorie_2,categorie_4,categorie_5,categorie_2,categorie_1,categorie_1,categorie_5,categorie_3,classe_4
categorie_3,categorie_3,categorie_1,categorie_2,categorie_5,categorie_4,categorie_4,categorie_1,categorie_3,categorie_4,categorie_2,categorie_4,categorie_3,categorie_1,categorie_5,categorie_1,categorie_2,categorie_5,categorie_3,categorie_4,classe_9
categorie_3,categorie_5,categorie_5,categorie_3,categorie_4,categorie_3,categorie_1,categorie_4,categorie_1,categorie_3,categorie_5,categorie_2,categorie_3,categorie_3,categorie_2,categorie_2,categorie_4,categorie_2,categorie_2,categorie_1,classe_10
categorie_1,categorie_2,categorie_4,categorie_3,categorie_5,categorie_2,categorie_4,categorie_4,categorie_2,categorie_1,categorie_4,categorie_1,categorie_2,categorie_1,categorie_4,categorie_2,categorie_5,categorie_2,categorie_5,categorie_5,classe_4
categorie_5,categorie_1,categorie_1,categorie_4,categorie_4,categorie_3,categorie_2,categorie_4,categorie_3,categorie_4,categorie_4,categorie_3,categorie_4,categorie_5,categorie_5,categorie_1,categorie_4,categorie_1,categorie_3,categorie_3,classe_2
categorie_5,categorie_5,categorie_2,categorie_5,categorie_4,categorie_5,categorie_4,categorie_3,categorie_5,categorie_4,categorie_3,categorie_2,categorie_4,categorie_4,categorie_4,categorie_2,categorie_5,categorie_4,categorie_3,categorie_1,classe_8
categorie_4,categorie_4,categorie_1,categorie_2,categorie_2,categorie_3,categorie_1,categorie_2,categorie_2,categorie_2,categorie_4,categorie_4,categorie_5,categorie_2,categorie_2,categorie_2,categorie_4,categorie_3,categorie_5,categorie_4,classe_6
categorie_1,categorie_2,categorie_1,categorie_1,categorie_5,categorie_5,categorie_3,categorie_2,categorie_4,categorie_4,categorie_4,categorie_3,categorie_4,categorie_2,categorie_1,categorie_3,categorie_4,categorie_5,categorie_5,categorie_5,classe_2
categorie_1,categorie_4,categorie_1,categorie_3,categorie_5,categorie_4,categorie_2,categorie_4,categorie_2,categorie_3,categorie_4,categorie_5,categorie_2,categorie_2,categorie_2,categorie_4,categorie_5,categorie_1,categorie_3,categorie_5,classe_7
categorie_3,categorie_4,categorie_5,categorie_2,categorie_3,categorie_4,categorie_4,categorie_3,categorie_2,categorie_3,categorie_4,categorie_2,categorie_5,categorie_2,categorie_5,categorie_2,categorie_5,categorie_2,categorie_1,categorie_5,classe_7
categorie_1,categorie_4,categorie_4,categorie_2,categorie_3,categorie_5,categorie_2,categorie_4,categorie_3,categorie_4,categorie_5,categorie_5,categorie_3,categorie_5,categorie_1,categorie_3,categorie_2,categorie_4,categorie_3,categorie_5,classe_4
categorie_1,categorie_5,categorie_3,categorie_5,categorie_2,categorie_2,categorie_1,categorie_4,categorie_5,categorie_3,categorie_2,categorie_2,categorie_5,categorie_2,categorie_2,categorie_5,categorie_3,categorie_2,categorie_2,categorie_3,classe_8
categorie_2,categorie_3,categorie_4,categorie_1,categorie_2,categorie_2,categorie_5,categorie_3,categorie_5,categorie_1,categorie_1,categorie_3,categorie_2,categorie_2,categorie_1,categorie_1,categorie_2,categorie_2,categorie_5,categorie_2,classe_7
categorie_2,categorie_2,categorie_2,categorie_2,categorie_3,categorie_4,categorie_1,categorie_4,categorie_5,categorie_1,categorie_2,categorie_4,categorie_1,categorie_2,categorie_5,categorie_1,categorie_2,categorie_1,categorie_5,categorie_4,classe_7
categorie_5,categorie_1,categorie_1,categorie_4,categorie_1,categorie_1,categorie_5,categorie_2,categorie_3,categorie_5,categorie_5,categorie_3,categorie_4,categorie_5,categorie_4,categorie_5,categorie_2,categorie_2,categorie_2,categorie_1,classe_9
categorie_3,categorie_1,categorie_1,categorie_3,categorie_2,categorie_5,categorie_4,categorie_4,categorie_1,categorie_5,categorie_4,categorie_4,categorie_2,categorie_2,categorie_4,categorie_3,categorie_4,categorie_5,categorie_2,categorie_4,classe_4
categorie_4,categorie_1,categorie_3,categorie_2,categorie_2,categorie_4,categorie_2,categorie_2,categorie_4,categorie_1,categorie_5,categorie_1,categorie_3,categorie_2,categorie_3,categorie_4,categorie_1,categorie_3,categorie_3,categorie_4,classe_1
categorie_2,categorie_1,categorie_2,categorie_2,categorie_5,categorie_2,categorie_5,categorie_1,categorie_4,categorie_5,categorie_2,categorie_5,categorie_5,categorie_2,categorie_1,categorie_4,categorie_3,categorie_2,categorie_2,categorie_2,classe_4
categorie_1,categorie_1,categorie_1,categorie_2,categorie_1,categorie_3,categorie_2,categorie_4,categorie_4,categorie_1,categorie_4,categorie_5,categorie_1,categorie_3,categorie_1,categorie_2,categorie_3,categorie_2,categorie_4,categorie_3,classe_2
categorie_2,categorie_4,categorie_3,categorie_5,categorie_1,categorie_4,categorie_1,categorie_2,categorie_2,categorie_5,categorie_3,categorie_3,categorie_1,categorie_4,categorie_1,categorie_4,categorie_2,categorie_4,categorie_3,categorie_3,classe_7
categorie_2,categorie_2,categorie_4,categorie_3,categorie_4,categorie_3,categorie_3,categorie_5,categorie_5,categorie_3,categorie_5,categorie_3,categorie_4,categorie_3,categorie_3,categorie_1,categorie_3,categorie_1,categorie_2,categorie_5,classe_5
categorie_3,categorie_4,categorie_5,categorie_1,categorie_5,categorie_5,categorie_1,categorie_5,categorie_2,categorie_3,categorie_3,categorie_4,categorie_5,categorie_2,categorie_4,categorie_5,categorie_1,categorie_3,categorie_3,categorie_1,classe_8
categorie_2,categorie_4,categorie_2,categorie_5,categorie_2,categorie_3,categorie_2,categorie_3,categorie_4,categorie_1,categorie_5,categorie_3,categorie_3,categorie_2,categorie_2,categorie_3,categorie_4,categorie_1,categorie_5,categorie_5,classe_3
categorie_5,categorie_3,categorie_5,categorie_4,categorie_3,categorie_3,categorie_4,categorie_1,categorie_2,categorie_5,categorie_1,categorie_3,categorie_3,categorie_5,categorie_4,categorie_4,categorie_3,categorie_1,categorie_2,categorie_3,classe_6
categorie_4,categorie_2,categorie_3,categorie_4,categorie_5,categorie_1,categorie_5,categorie_2,categorie_5,categorie_5,categorie_2,categorie_3,categorie_2,categorie_1,categorie_3,categorie_5,categorie_1,categorie_5,categorie_4,categorie_3,classe_8
categorie_1,categorie_5,categorie_4,categorie_4,categorie_5,categorie_1,categorie_2,categorie_2,categorie_4,categorie_3,categorie_2,categorie_1,categorie_3,categorie_1,categorie_1,categorie_3,categorie_5,categorie_5,categorie_2,categorie_1,classe_10
categorie_1,categorie_2,categorie_1,categorie_4,categorie_2,categorie_2,categorie_4,categorie_3,categorie_4,categorie_5,categorie_1,categorie_5,categorie_4,categorie_1,categorie_2,categorie_4,categorie_1,categorie_3,categorie_3,categorie_2,classe_2
categorie_2,categorie_5,categorie_5,categorie_2,categorie_5,categorie_2,categorie_4,categorie_2,categorie_2,categorie_2,categorie_2,categorie_2,categorie_5,categorie_1,categorie_2,categorie_5,categorie_4,categorie_4,categorie_1,categorie_5,classe_2
categorie_3,categorie_2,categorie_2,categorie_4,categorie_4,categorie_1,categorie_2,categorie_4,categorie_3,categorie_1,categorie_4,categorie_1,categorie_3,categorie_1,categorie_3,categorie_4,categorie_5,categorie_2,categorie_2,categorie_5,classe_6
categorie_5,categorie_4,categorie_3,categorie_1,categorie_1,categorie_5,categorie_2,categorie_2,categorie_4,categorie_5,categorie_3,categorie_4,categorie_1,categorie_1,categorie_4,categorie_2,categorie_1,categorie_5,categorie_1,categorie_4,classe_7
categorie_3,categorie_2,categorie_5,categorie_4,categorie_3,categorie_4,categorie_2,categorie_5,categorie_3,categorie_3,categorie_2,categorie_4,categorie_5,categorie_2,categorie_5,categorie_3,categorie_5,categorie_5,categorie_2,categorie_1,classe_8
categorie_3,categorie_1,categorie_3,categorie_2,categorie_2,categorie_4,categorie_4,categorie_4,categorie_4,categorie_1,categorie_3,categorie_1,categorie_2,categorie_2,categorie_2,categorie_4,categorie_3,categorie_5,categorie_4,categorie_1,classe_9
categorie_4,categorie_5,categorie_3,categorie_3,categorie_1,categorie_1,categorie_4,categorie_4,categorie_2,categorie_1,categorie_5,categorie_1,categorie_2,categorie_1,categorie_2,categorie_2,categorie_1,categorie_1,categorie_4,categorie_1,classe_4
categorie_1,categorie_2,categorie_3,categorie_4,categorie_5,categorie_5,categorie_4,categorie_2,categorie_4,categorie_2,categorie_5,categorie_5,categorie_5,categorie_1,categorie_3,categorie_2,categorie_1,categorie_3,categorie_4,categorie_3,classe_8
categorie_5,categorie_4,categorie_2,categorie_4,categorie_1,categorie_4,categorie_4,categorie_5,categorie_1,categorie_3,categorie_2,categorie_1,categorie_1,categorie_4,categorie_3,categorie_2,categorie_5,categorie_1,categorie_3,categorie_5,classe_9
categorie_2,categorie_1,categorie_2,categorie_1,categorie_3,categorie_3,categorie_5,categorie_4,categorie_2,categorie_2,categorie_4,categorie_5,categorie_4,categorie_3,categorie_4,categorie_4,categorie_3,categorie_1,categorie_1,categorie_4,classe_1
categorie_1,categorie_4,categorie_1,categorie_4,categorie_5,categorie_5,categorie_3,categorie_1,categorie_4,categorie_2,categorie_5,categorie_3,categorie_3,categorie_3,categorie_5,categorie_4,categorie_3,categorie_2,categorie_1,categorie_5,classe_3
categorie_4,categorie_1,categorie_3,categorie_5,categorie_4,categorie_2,categorie_3,categorie_3,categorie_5,categorie_1,categorie_4,categorie_1,categorie_4,categorie_2,categorie_3,categorie_4,categorie_4,categorie_4,categorie_5,categorie_2,classe_6
categorie_5,categorie_3,categorie_5,categorie_4,categorie_3,categorie_3,categorie_1,categorie_4,categorie_5,categorie_5,categorie_3,categorie_2,categorie_5,categorie_2,categorie_5,categorie_1,categorie_5,categorie_2,categorie_3,categorie_4,classe_6
categorie_5,categorie_1,categorie_3,categorie_3,categorie_5,categorie_4,categorie_4,categorie_1,categorie_2,categorie_1,categorie_5,categorie_4,categorie_1,categorie_1,categorie_3,categorie_4,categorie_1,categorie_2,categorie_4,categorie_2,classe_5
categorie_4,categorie_5,categorie_3,categorie_5,categorie_5,categorie_4,categorie_3,categorie_1,categorie_1,categorie_4,categorie_2,categorie_5,categorie_3,categorie_5,categorie_3,categorie_3,categorie_5,categorie_3,categorie_1,categorie_5,classe_5
categorie_3,categorie_4,categorie_3,categorie_1,categorie_4,categorie_2,categorie_1,categorie_4,categorie_3,categorie_1,categorie_5,categorie_5,categorie_2,categorie_1,categorie_4,categorie_3,categorie_4,categorie_4,categorie_4,categorie_4,classe_7
categorie_3,categorie_4,categorie_4,categorie_5,categorie_2,categorie_5,categorie_4,categorie_3,categorie_3,categorie_5,categorie_4,categorie_5,categorie_3,categorie_4,categorie_3,categorie_5,categorie_5,categorie_1,categorie_4,categorie_3,classe_5
categorie_1,categorie_3,categorie_4,categorie_1,categorie_3,categorie_4,categorie_2,categorie_1,categorie_1,categorie_2,categorie_4,categorie_4,categorie_2,categorie_4,categorie_3,categorie_4,categorie_1,categorie_1,categorie_5,categorie_3,classe_6
categorie_5,categorie_3,categorie_3,categorie_3,categorie_2,categorie_2,categorie_5,categorie_4,categorie_1,categorie_3,categorie_2,categorie_5,categorie_1,categorie_4,categorie_5,categorie_2,categorie_1,categorie_4,categorie_4,categorie_3,classe_1
categorie_5,categorie_5,categorie_2,categorie_2,categorie_5,categorie_3,categorie_5,categorie_2,categorie_4,categorie_3,categorie_2,categorie_5,categorie_1,categorie_2,categorie_3,categorie_1,categorie_3,categorie_1,categorie_4,categorie_5,classe_9
categorie_1,categorie_4,categorie_4,categorie_2,categorie_4,categorie_4,categorie_5,categorie_4,categorie_1,categorie_2,categorie_2,categorie_3,categorie_1,categorie_5,categorie_1,categorie_5,categorie_4,categorie_3,categorie_3,categorie_4,classe_8
categorie_2,categorie_5,categorie_2,categorie_1,categorie_2,categorie_3,categorie_3,categorie_2,categorie_3,categorie_5,categorie_1,categorie_5,categorie_1,categorie_2,categorie_4,categorie_2,categorie_4,categorie_5,categorie_1,categorie_2,classe_4
categorie_4,categorie_5,categorie_1,categorie_1,categorie_4,categorie_1,categorie_5,categorie_1,categorie_3,categorie_4,categorie_2,categorie_3,categorie_1,categorie_1,categorie_4,categorie_2,categorie_2,categorie_5,categorie_1,categorie_2,classe_9
